14-05-2015,0:21:04,1,39.1822,43.1432,45.4891,42.0147,46.588,51.6449
14-05-2015,0:26:43,0,35.6126,45.8974,46.4478,41.0918,45.0577,50.2729
14-05-2015,0:26:48,2,35.9935,46.3937,50.0387,46.9787,51.2596,
14-05-2015,0:26:49,3,43.6619,44.1961,41.1068,39.3843,42.9981,48.244
14-05-2015,0:26:50,4,32.1824,44.8339,42.7633,40.5553,45.1149,44.9857
14-05-2015,0:51:04,1,39.1094,43.1432,45.4769,42.0271,46.5486,51.6316
14-05-2015,0:56:43,0,35.5739,45.8865,46.4368,41.1022,45.0577,50.2729
14-05-2015,0:56:47,2,35.9485,46.3668,50.0252,50.2787,46.9659,51.2596
14-05-2015,0:56:49,3,43.6122,44.1835,41.1068,39.3843,42.9981,48.244
14-05-2015,0:56:50,4,32.2079,44.8216,42.7534,40.5553,45.1149,44.9857
14-05-2015,1:21:04,1,39.0244,43.12,45.4769,42.0517,46.588,51.605
14-05-2015,1:26:43,0,35.516,45.8646,46.4257,41.1022,45.0464,50.2729
14-05-2015,1:26:47,2,35.8922,46.3398,50.0118,50.2658,46.9787,51.2596
14-05-2015,1:26:49,3,43.5749,44.171,41.0947,39.3843,42.9981,48.244
14-05-2015,1:26:50,4,32.1655,44.8093,42.7534,40.5442,45.1048,44.9761
14-05-2015,1:51:04,1,39.0002,43.0967,45.4524,42.0147,46.5749,51.6183
14-05-2015,1:56:43,0,35.487,45.8427,46.4257,41.1022,45.0464,50.2599
14-05-2015,1:56:47,2,35.8473,46.3263,50.0118,50.2787,46.9659,51.2596
14-05-2015,1:56:49,3,43.5252,44.1584,41.0947,39.3843,42.9981,48.244
14-05-2015,1:56:50,4,32.0977,44.7848,42.7534,40.5442,45.1048,44.9857
14-05-2015,2:21:04,1,38.9517,43.0967,45.4524,42.0394,46.5355,51.6183
14-05-2015,2:26:43,0,35.4388,45.8318,46.4146,41.1126,45.0464,50.2599
14-05-2015,2:26:47,2,35.7912,46.2859,49.9984,50.2658,46.9531,51.2596
14-05-2015,2:26:49,3,43.4879,44.1458,41.0947,39.373,42.9981,48.244
14-05-2015,2:26:50,4,32.0808,44.7602,42.7534,40.522,45.1048,44.9857
14-05-2015,2:51:04,1,38.9033,43.0967,45.4402,42.0394,46.5355,51.6183
14-05-2015,2:56:43,0,35.3906,45.799,46.3925,41.123,45.0464,50.2599
14-05-2015,2:56:47,2,35.7351,46.2456,49.985,50.2658,46.9531,51.2467
14-05-2015,2:56:49,3,43.4507,44.1333,41.0825,39.373,42.9981,48.244
14-05-2015,2:56:50,4,32.0723,44.748,42.7434,40.5109,45.1048,44.9761
14-05-2015,3:21:04,1,38.867,43.0619,45.428,42.0271,46.588,51.6183
14-05-2015,3:26:43,0,35.3521,45.7771,46.3814,41.123,45.0351,50.2729
14-05-2015,3:26:47,2,35.6791,46.2187,49.9581,50.2658,46.9531,51.2467
14-05-2015,3:26:49,3,43.4135,44.1207,41.0825,39.373,42.9981,48.244
14-05-2015,3:26:50,4,32.0554,44.7357,42.7434,40.5109,45.1048,44.9761
14-05-2015,3:51:04,1,38.8308,43.0387,45.428,42.0271,46.588,51.6183
14-05-2015,3:56:43,0,35.3136,45.7662,46.3814,41.123,45.0464,50.2729
14-05-2015,3:56:48,2,35.6455,46.2052,49.9581,50.2529,46.9659,51.2467
14-05-2015,3:56:49,3,43.3763,44.1082,41.0704,39.3617,42.9981,48.244
14-05-2015,3:56:50,4,32.0554,44.7234,42.7434,40.5109,45.1048,44.9761
14-05-2015,4:21:04,1,38.7824,43.0271,45.428,42.064,46.6275,51.6183
14-05-2015,4:26:43,0,35.2656,45.7444,460,35.2656,45.7444,46.3703
